,PassengerId,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,Dataset,Survived,CabinD,CabinEO,Company,Companions,Alone,NamePrefix,Agegroup
98,99,2.0,female,34.0,0.0,1.0,23.0,S,train,1.0,U,u,2,1.0,0,Mrs,25-35
99,100,2.0,male,34.0,1.0,0.0,26.0,S,train,0.0,U,u,1,1.0,0,Mr,25-35
100,101,3.0,female,28.0,0.0,0.0,78958.0,S,train,0.0,U,u,0,0.0,1,Miss,25-35
102,103,1.0,male,21.0,0.0,1.0,772875.0,S,train,0.0,D,e,2,1.0,0,Mr,18-25
103,104,3.0,male,33.0,0.0,0.0,86542.0,S,train,0.0,U,u,0,0.0,1,Mr,25-35
104,105,3.0,male,37.0,2.0,0.0,7925.0,S,train,0.0,U,u,1,2.0,0,Mr,35-60
105,106,3.0,male,28.0,0.0,0.0,78958.0,S,train,0.0,U,u,0,0.0,1,Mr,25-35
106,107,3.0,female,21.0,0.0,0.0,7.65,S,train,1.0,U,u,0,0.0,1,Miss,18-25
107,108,3.0,male,26.0,0.0,0.0,7775.0,S,train,1.0,U,u,0,0.0,1,Mr,25-35
108,109,3.0,male,38.0,0.0,0.0,78958.0,S,train,0.0,U,u,0,0.0,1,Mr,35-60
109,110,3.0,female,18.75,1.0,0.0,24.15,Q,train,1.0,U,u,1,1.0,0,Miss,18-25
110,111,1.0,male,47.0,0.0,0.0,52.0,S,train,0.0,C,e,0,0.0,1,Mr,35-60
111,112,3.0,female,14.5,1.0,0.0,144542.0,C,train,0.0,U,u,1,1.0,0,Miss,12-18
112,113,3.0,male,22.0,0.0,0.0,8.05,S,train,0.0,U,u,0,0.0,1,Mr,18-25
113,114,3.0,female,20.0,1.0,0.0,9825.0,S,train,0.0,U,u,1,1.0,0,Miss,18-25
114,115,3.0,female,17.0,0.0,0.0,144583.0,C,train,0.0,U,u,0,0.0,1,Miss,12-18
115,116,3.0,male,21.0,0.0,0.0,7925.0,S,train,0.0,U,u,0,0.0,1,Mr,18-25
116,117,3.0,male,70.5,0.0,0.0,7.75,Q,train,0.0,U,u,0,0.0,1,Mr,60-100
117,118,2.0,male,29.0,1.0,0.0,21.0,S,train,0.0,U,u,1,1.0,0,Mr,25-35
118,119,1.0,male,24.0,0.0,1.0,2475208.0,C,train,0.0,B,e,2,1.0,0,Mr,18-25
119,120,3.0,female,2.0,4.0,2.0,31275.0,S,train,0.0,U,u,3,6.0,0,Miss,0-4
120,121,2.0,male,21.0,2.0,0.0,73.5,S,train,0.0,U,u,1,2.0,0,Mr,18-25
121,122,3.0,male,26.0,0.0,0.0,8.05,S,train,0.0,U,u,0,0.0,1,Mr,25-35
122,123,2.0,male,32.5,1.0,0.0,300708.0,C,train,0.0,U,u,1,1.0,0,Mr,25-35
123,124,2.0,female,32.5,0.0,0.0,13.0,S,train,1.0,E,o,0,0.0,1,Miss,25-35
124,125,1.0,male,54.0,0.0,1.0,772875.0,S,train,0.0,D,e,2,1.0,0,Mr,35-60
125,126,3.0,male,12.0,1.0,0.0,112417.0,C,train,1.0,U,u,1,1.0,0,Master,4-12
126,127,3.0,male,26.0,0.0,0.0,7.75,Q,train,0.0,U,u,0,0.0,1,Mr,25-35
127,128,3.0,male,24.0,0.0,0.0,71417.0,S,train,1.0,U,u,0,0.0,1,Mr,18-25
128,129,3.0,female,18.75,1.0,1.0,223583.0,C,train,1.0,E,o,3,2.0,0,Miss,18-25
129,130,3.0,male,45.0,0.0,0.0,6975.0,S,train,0.0,U,u,0,0.0,1,Mr,35-60
130,131,3.0,male,33.0,0.0,0.0,78958.0,C,train,0.0,U,u,0,0.0,1,Mr,25-35
131,132,3.0,male,20.0,0.0,0.0,7.05,S,train,0.0,U,u,0,0.0,1,Mr,18-25
132,133,3.0,female,47.0,1.0,0.0,14.5,S,train,0.0,U,u,1,1.0,0,Mrs,35-60
133,134,2.0,female,29.0,1.0,0.0,26.0,S,train,1.0,U,u,1,1.0,0,Mrs,25-35
134,135,2.0,male,25.0,0.0,0.0,13.0,S,train,0.0,U,u,0,0.0,1,Mr,18-25
135,136,2.0,male,23.0,0.0,0.0,150458.0,C,train,0.0,U,u,0,0.0,1,Mr,18-25
136,137,1.0,female,19.0,0.0,2.0,262833.0,S,train,1.0,D,o,2,2.0,0,Miss,18-25
137,138,1.0,male,37.0,1.0,0.0,53.1,S,train,0.0,C,o,1,1.0,0,Mr,35-60
138,139,3.0,male,16.0,0.0,0.0,92167.0,S,train,0.0,U,u,0,0.0,1,Mr,12-18
139,140,1.0,male,24.0,0.0,0.0,79.2,C,train,0.0,B,e,0,0.0,1,Mr,18-25
140,141,3.0,female,31.0,0.0,2.0,152458.0,C,train,0.0,U,u,2,2.0,0,Mrs,25-35
141,142,3.0,female,22.0,0.0,0.0,7.75,S,train,1.0,U,u,0,0.0,1,Miss,18-25
142,143,3.0,female,24.0,1.0,0.0,15.85,S,train,1.0,U,u,1,1.0,0,Mrs,18-25
143,144,3.0,male,19.0,0.0,0.0,6.75,Q,train,0.0,U,u,0,0.0,1,Mr,18-25
144,145,2.0,male,18.0,0.0,0.0,11.5,S,train,0.0,U,u,0,0.0,1,Mr,12-18
145,146,2.0,male,19.0,1.0,1.0,36.75,S,train,0.0,U,u,3,2.0,0,Mr,18-25
149,150,2.0,male,42.0,0.0,0.0,13.0,S,train,0.0,U,u,0,0.0,1,Officer,35-60
150,151,2.0,male,51.0,0.0,0.0,12525.0,S,train,0.0,U,u,0,0.0,1,Officer,35-60
151,152,1.0,female,22.0,1.0,0.0,66.6,S,train,1.0,C,e,1,1.0,0,Mrs,18-25
152,153,3.0,male,55.5,0.0,0.0,8.05,S,train,0.0,U,u,0,0.0,1,Mr,35-60
153,154,3.0,male,40.5,0.0,2.0,14.5,S,train,0.0,U,u,2,2.0,0,Mr,35-60
154,155,3.0,male,26.0,0.0,0.0,73125.0,S,train,0.0,U,u,0,0.0,1,Mr,25-35
155,156,1.0,male,51.0,0.0,1.0,613792.0,C,train,0.0,U,u,2,1.0,0,Mr,35-60
157,158,3.0,male,30.0,0.0,0.0,8.05,S,train,0.0,U,u,0,0.0,1,Mr,25-35
158,159,3.0,male,26.0,0.0,0.0,86625.0,S,train,0.0,U,u,0,0.0,1,Mr,25-35
159,160,3.0,male,6.0,8.0,2.0,69.55,S,train,0.0,U,u,3,10.0,0,Master,4-12
160,161,3.0,male,44.0,0.0,1.0,16.1,S,train,0.0,U,u,2,1.0,0,Mr,35-60
162,163,3.0,male,26.0,0.0,0.0,7775.0,S,train,0.0,U,u,0,0.0,1,Mr,25-35
163,164,3.0,male,17.0,0.0,0.0,86625.0,S,train,0.0,U,u,0,0.0,1,Mr,12-18
164,165,3.0,male,1.0,4.0,1.0,396875.0,S,train,0.0,U,u,3,5.0,0,Master,0-4
166,167,1.0,female,45.0,0.0,1.0,55.0,S,train,1.0,E,o,2,1.0,0,Mrs,35-60
167,168,3.0,female,45.0,1.0,4.0,27.9,S,train,0.0,U,u,3,5.0,0,Mrs,35-60
168,169,1.0,male,41.0,0.0,0.0,25925.0,S,train,0.0,U,u,0,0.0,1,Mr,35-60
169,170,3.0,male,28.0,0.0,0.0,564958.0,S,train,0.0,U,u,0,0.0,1,Mr,25-35
170,171,1.0,male,61.0,0.0,0.0,33.5,S,train,0.0,B,o,0,0.0,1,Mr,60-100
171,172,3.0,male,4.0,4.0,1.0,29125.0,Q,train,0.0,U,u,3,5.0,0,Master,0-4
172,173,3.0,female,1.0,1.0,1.0,111333.0,S,train,1.0,U,u,3,2.0,0,Miss,0-4
173,174,3.0,male,21.0,0.0,0.0,7925.0,S,train,0.0,U,u,0,0.0,1,Mr,18-25
174,175,1.0,male,56.0,0.0,0.0,306958.0,C,train,0.0,A,o,0,0.0,1,Mr,35-60
175,176,3.0,male,18.0,1.0,1.0,78542.0,S,train,0.0,U,u,3,2.0,0,Mr,12-18
176,177,3.0,male,6.0,3.0,1.0,254667.0,S,train,0.0,U,u,3,4.0,0,Master,4-12
177,178,1.0,female,50.0,0.0,0.0,287125.0,C,train,0.0,C,o,0,0.0,1,Miss,35-60
178,179,2.0,male,30.0,0.0,0.0,13.0,S,train,0.0,U,u,0,0.0,1,Mr,25-35
179,180,3.0,male,36.0,0.0,0.0,0.0,S,train,0.0,U,u,0,0.0,1,Mr,35-60
180,181,3.0,female,18.75,8.0,2.0,69.55,S,train,0.0,U,u,3,10.0,0,Miss,18-25
181,182,2.0,male,30.0,0.0,0.0,15.05,C,train,0.0,U,u,0,0.0,1,Mr,25-35
182,183,3.0,male,9.0,4.0,2.0,313875.0,S,train,0.0,U,u,3,6.0,0,Master,4-12
183,184,2.0,male,1.0,2.0,1.0,39.0,S,train,1.0,F,e,3,3.0,0,Master,0-4
184,185,3.0,female,4.0,0.0,2.0,22025.0,S,train,1.0,U,u,2,2.0,0,Miss,0-4
185,186,1.0,male,41.0,0.0,0.0,50.0,S,train,0.0,A,e,0,0.0,1,Mr,35-60
188,189,3.0,male,40.0,1.0,1.0,15.5,Q,train,0.0,U,u,3,2.0,0,Mr,35-60
189,190,3.0,male,36.0,0.0,0.0,78958.0,S,train,0.0,U,u,0,0.0,1,Mr,35-60
190,191,2.0,female,32.0,0.0,0.0,13.0,S,train,1.0,U,u,0,0.0,1,Mrs,25-35
191,192,2.0,male,19.0,0.0,0.0,13.0,S,train,0.0,U,u,0,0.0,1,Mr,18-25
192,193,3.0,female,19.0,1.0,0.0,78542.0,S,train,1.0,U,u,1,1.0,0,Miss,18-25
193,194,2.0,male,3.0,1.0,1.0,26.0,S,train,1.0,F,e,3,2.0,0,Master,0-4
194,195,1.0,female,44.0,0.0,0.0,277208.0,C,train,1.0,B,e,0,0.0,1,Mrs,35-60
195,196,1.0,female,58.0,0.0,0.0,1465208.0,C,train,1.0,B,e,0,0.0,1,Miss,35-60
196,197,3.0,male,26.0,0.0,0.0,7.75,Q,train,0.0,U,u,0,0.0,1,Mr,25-35
197,198,3.0,male,42.0,0.0,1.0,84042.0,S,train,0.0,U,u,2,1.0,0,Mr,35-60
200,201,3.0,male,28.0,0.0,0.0,9.5,S,train,0.0,U,u,0,0.0,1,Mr,25-35
201,202,3.0,male,26.0,8.0,2.0,69.55,S,train,0.0,U,u,3,10.0,0,Mr,25-35
202,203,3.0,male,34.0,0.0,0.0,64958.0,S,train,0.0,U,u,0,0.0,1,Mr,25-35
203,204,3.0,male,45.5,0.0,0.0,7225.0,C,train,0.0,U,u,0,0.0,1,Mr,35-60
205,206,3.0,female,2.0,0.0,1.0,104625.0,S,train,0.0,G,e,2,1.0,0,Miss,0-4
206,207,3.0,male,32.0,1.0,0.0,15.85,S,train,0.0,U,u,1,1.0,0,Mr,25-35
207,208,3.0,male,26.0,0.0,0.0,187875.0,C,train,1.0,U,u,0,0.0,1,Mr,25-35
209,210,1.0,male,40.0,0.0,0.0,31.0,C,train,1.0,A,o,0,0.0,1,Mr,35-60
210,211,3.0,male,24.0,0.0,0.0,7.05,S,train,0.0,U,u,0,0.0,1,Mr,18-25
211,212,2.0,female,35.0,0.0,0.0,21.0,S,train,1.0,U,u,0,0.0,1,Miss,25-35
212,213,3.0,male,22.0,0.0,0.0,7.25,S,train,0.0,U,u,0,0.0,1,Mr,18-25
213,214,2.0,male,30.0,0.0,0.0,13.0,S,train,0.0,U,u,0,0.0,1,Mr,25-35
214,215,3.0,male,26.0,1.0,0.0,7.75,Q,train,0.0,U,u,1,1.0,0,Mr,25-35
215,216,1.0,female,31.0,1.0,0.0,113275.0,C,train,1.0,D,e,1,1.0,0,Miss,25-35
216,217,3.0,female,27.0,0.0,0.0,7925.0,S,train,1.0,U,u,0,0.0,1,Miss,25-35
217,218,2.0,male,42.0,1.0,0.0,27.0,S,train,0.0,U,u,1,1.0,0,Mr,35-60
218,219,1.0,female,32.0,0.0,0.0,762917.0,C,train,1.0,D,o,0,0.0,1,Miss,25-35
219,220,2.0,male,30.0,0.0,0.0,10.5,S,train,0.0,U,u,0,0.0,1,Mr,25-35
220,221,3.0,male,16.0,0.0,0.0,8.05,S,train,1.0,U,u,0,0.0,1,Mr,12-18
221,222,2.0,male,27.0,0.0,0.0,13.0,S,train,0.0,U,u,0,0.0,1,Mr,25-35
222,223,3.0,male,51.0,0.0,0.0,8.05,S,train,0.0,U,u,0,0.0,1,Mr,35-60
223,224,3.0,male,26.0,0.0,0.0,78958.0,S,train,0.0,U,u,0,0.0,1,Mr,25-35
224,225,1.0,male,38.0,1.0,0.0,90.0,S,train,1.0,C,o,1,1.0,0,Mr,35-60
225,226,3.0,male,22.0,0.0,0.0,9.35,S,train,0.0,U,u,0,0.0,1,Mr,18-25
226,227,2.0,male,19.0,0.0,0.0,10.5,S,train,1.0,U,u,0,0.0,1,Mr,18-25
228,229,2.0,male,18.0,0.0,0.0,13.0,S,train,0.0,U,u,0,0.0,1,Mr,12-18
229,230,3.0,female,18.75,3.0,1.0,254667.0,S,train,0.0,U,u,3,4.0,0,Miss,18-25
230,231,1.0,female,35.0,1.0,0.0,83475.0,S,train,1.0,C,o,1,1.0,0,Mrs,25-35
231,232,3.0,male,29.0,0.0,0.0,7775.0,S,train,0.0,U,u,0,0.0,1,Mr,25-35
232,233,2.0,male,59.0,0.0,0.0,13.5,S,train,0.0,U,u,0,0.0,1,Mr,35-60
233,234,3.0,female,5.0,4.0,2.0,313875.0,S,train,1.0,U,u,3,6.0,0,Miss,4-12
234,235,2.0,male,24.0,0.0,0.0,10.5,S,train,0.0,U,u,0,0.0,1,Mr,18-25
235,236,3.0,female,18.75,0.0,0.0,7.55,S,train,0.0,U,u,0,0.0,1,Miss,18-25
236,237,2.0,male,44.0,1.0,0.0,26.0,S,train,0.0,U,u,1,1.0,0,Mr,35-60
238,239,2.0,male,19.0,0.0,0.0,10.5,S,train,0.0,U,u,0,0.0,1,Mr,18-25
239,240,2.0,male,33.0,0.0,0.0,12275.0,S,train,0.0,U,u,0,0.0,1,Mr,25-35
240,241,3.0,female,18.75,1.0,0.0,144542.0,C,train,0.0,U,u,1,1.0,0,Miss,18-25
242,243,2.0,male,29.0,0.0,0.0,10.5,S,train,0.0,U,u,0,0.0,1,Mr,25-35
243,244,3.0,male,22.0,0.0,0.0,7125.0,S,train,0.0,U,u,0,0.0,1,Mr,18-25
244,245,3.0,male,30.0,0.0,0.0,7225.0,C,train,0.0,U,u,0,0.0,1,Mr,25-35
245,246,1.0,male,44.0,2.0,0.0,90.0,Q,train,0.0,C,e,1,2.0,0,Officer,35-60
246,247,3.0,female,25.0,0.0,0.0,7775.0,S,train,0.0,U,u,0,0.0,1,Miss,18-25
247,248,2.0,female,24.0,0.0,2.0,14.5,S,train,1.0,U,u,2,2.0,0,Mrs,18-25
248,249,1.0,male,37.0,1.0,1.0,525542.0,S,train,1.0,D,o,3,2.0,0,Mr,35-60
249,250,2.0,male,54.0,1.0,0.0,26.0,S,train,0.0,U,u,1,1.0,0,Officer,35-60
250,251,3.0,male,26.0,0.0,0.0,7.25,S,train,0.0,U,u,0,0.0,1,Mr,25-35
251,252,3.0,female,29.0,1.0,1.0,104625.0,S,train,0.0,G,e,3,2.0,0,Mrs,25-35
252,253,1.0,male,62.0,0.0,0.0,26.55,S,train,0.0,C,o,0,0.0,1,Mr,60-100
253,254,3.0,male,30.0,1.0,0.0,16.1,S,train,0.0,U,u,1,1.0,0,Mr,25-35
254,255,3.0,female,41.0,0.0,2.0,202125.0,S,train,0.0,U,u,2,2.0,0,Mrs,35-60
255,256,3.0,female,29.0,0.0,2.0,152458.0,C,train,1.0,U,u,2,2.0,0,Mrs,25-35
256,257,1.0,female,45.0,0.0,0.0,79.2,C,train,1.0,U,u,0,0.0,1,Mrs,35-60
257,258,1.0,female,30.0,0.0,0.0,86.5,S,train,1.0,B,o,0,0.0,1,Miss,25-35
258,259,1.0,female,35.0,0.0,0.0,5123292.0,C,train,1.0,U,u,0,0.0,1,Miss,25-35
259,260,2.0,female,50.0,0.0,1.0,26.0,S,train,1.0,U,u,2,1.0,0,Mrs,35-60
260,261,3.0,male,26.0,0.0,0.0,7.75,Q,train,0.0,U,u,0,0.0,1,Mr,25-35
261,262,3.0,male,3.0,4.0,2.0,313875.0,S,train,1.0,U,u,3,6.0,0,Master,0-4
262,263,1.0,male,52.0,1.0,1.0,79.65,S,train,0.0,E,o,3,2.0,0,Mr,35-60
263,264,1.0,male,40.0,0.0,0.0,0.0,S,train,0.0,B,e,0,0.0,1,Mr,35-60
264,265,3.0,female,18.75,0.0,0.0,7.75,Q,train,0.0,U,u,0,0.0,1,Miss,18-25
265,266,2.0,male,36.0,0.0,0.0,10.5,S,train,0.0,U,u,0,0.0,1,Mr,35-60
266,267,3.0,male,16.0,4.0,1.0,396875.0,S,train,0.0,U,u,3,5.0,0,Mr,12-18
267,268,3.0,male,25.0,1.0,0.0,7775.0,S,train,1.0,U,u,1,1.0,0,Mr,18-25
268,269,1.0,female,58.0,0.0,1.0,1534625.0,S,train,1.0,C,o,2,1.0,0,Mrs,35-60
269,270,1.0,female,35.0,0.0,0.0,1356333.0,S,train,1.0,C,o,0,0.0,1,Miss,25-35
270,271,1.0,male,41.0,0.0,0.0,31.0,S,train,0.0,U,u,0,0.0,1,Mr,35-60
