,PassengerId,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,Dataset,Survived,CabinD,CabinEO,Company,Companions,Alone,NamePrefix,Agegroup
918,919,3.0,male,22.5,0.0,0.0,7225.0,C,test,,U,u,0,0.0,1,Mr,18-25
919,920,1.0,male,41.0,0.0,0.0,30.5,S,test,,A,o,0,0.0,1,Mr,35-60
920,921,3.0,male,26.0,2.0,0.0,216792.0,C,test,,U,u,1,2.0,0,Mr,25-35
921,922,2.0,male,50.0,1.0,0.0,26.0,S,test,,U,u,1,1.0,0,Mr,35-60
922,923,2.0,male,24.0,2.0,0.0,31.5,S,test,,U,u,1,2.0,0,Mr,18-25
923,924,3.0,female,33.0,1.0,2.0,20575.0,S,test,,U,u,3,3.0,0,Mrs,25-35
925,926,1.0,male,30.0,1.0,0.0,57.75,C,test,,C,e,1,1.0,0,Mr,25-35
927,928,3.0,female,18.75,0.0,0.0,8.05,S,test,,U,u,0,0.0,1,Miss,18-25
928,929,3.0,female,21.0,0.0,0.0,86625.0,S,test,,U,u,0,0.0,1,Miss,18-25
929,930,3.0,male,25.0,0.0,0.0,9.5,S,test,,U,u,0,0.0,1,Mr,18-25
930,931,3.0,male,26.0,0.0,0.0,564958.0,S,test,,U,u,0,0.0,1,Mr,25-35
931,932,3.0,male,39.0,0.0,1.0,134167.0,C,test,,U,u,2,1.0,0,Mr,35-60
932,933,1.0,male,41.0,0.0,0.0,26.55,S,test,,D,e,0,0.0,1,Mr,35-60
933,934,3.0,male,41.0,0.0,0.0,7.85,S,test,,U,u,0,0.0,1,Mr,35-60
934,935,2.0,female,30.0,0.0,0.0,13.0,S,test,,U,u,0,0.0,1,Mrs,25-35
935,936,1.0,female,45.0,1.0,0.0,525542.0,S,test,,D,o,1,1.0,0,Mrs,35-60
936,937,3.0,male,25.0,0.0,0.0,7925.0,S,test,,U,u,0,0.0,1,Mr,18-25
937,938,1.0,male,45.0,0.0,0.0,29.7,C,test,,A,o,0,0.0,1,Mr,35-60
938,939,3.0,male,26.0,0.0,0.0,7.75,Q,test,,U,u,0,0.0,1,Mr,25-35
939,940,1.0,female,60.0,0.0,0.0,762917.0,C,test,,D,o,0,0.0,1,Mrs,35-60
941,942,1.0,male,24.0,1.0,0.0,60.0,S,test,,C,o,1,1.0,0,Mr,18-25
942,943,2.0,male,27.0,0.0,0.0,150333.0,C,test,,U,u,0,0.0,1,Mr,25-35
944,945,1.0,female,28.0,3.0,2.0,263.0,S,test,,C,o,3,5.0,0,Miss,25-35
945,946,2.0,male,30.0,0.0,0.0,155792.0,C,test,,U,u,0,0.0,1,Mr,25-35
946,947,3.0,male,10.0,4.0,1.0,29125.0,Q,test,,U,u,3,5.0,0,Master,4-12
947,948,3.0,male,35.0,0.0,0.0,78958.0,S,test,,U,u,0,0.0,1,Mr,25-35
948,949,3.0,male,25.0,0.0,0.0,7.65,S,test,,G,o,0,0.0,1,Mr,18-25
949,950,3.0,male,26.0,1.0,0.0,16.1,S,test,,U,u,1,1.0,0,Mr,25-35
950,951,1.0,female,36.0,0.0,0.0,262375.0,C,test,,B,o,0,0.0,1,Miss,35-60
951,952,3.0,male,17.0,0.0,0.0,78958.0,S,test,,U,u,0,0.0,1,Mr,12-18
952,953,2.0,male,32.0,0.0,0.0,13.5,S,test,,U,u,0,0.0,1,Mr,25-35
953,954,3.0,male,18.0,0.0,0.0,7.75,S,test,,U,u,0,0.0,1,Mr,12-18
954,955,3.0,female,22.0,0.0,0.0,7725.0,Q,test,,U,u,0,0.0,1,Miss,18-25
955,956,1.0,male,13.0,2.0,2.0,262375.0,C,test,,B,o,3,4.0,0,Master,12-18
956,957,2.0,female,30.0,0.0,0.0,21.0,S,test,,U,u,0,0.0,1,Mrs,25-35
957,958,3.0,female,18.0,0.0,0.0,78792.0,Q,test,,U,u,0,0.0,1,Miss,12-18
958,959,1.0,male,47.0,0.0,0.0,42.4,S,test,,U,u,0,0.0,1,Mr,35-60
959,960,1.0,male,31.0,0.0,0.0,285375.0,C,test,,C,o,0,0.0,1,Mr,25-35
960,961,1.0,female,60.0,1.0,4.0,263.0,S,test,,C,o,3,5.0,0,Mrs,35-60
961,962,3.0,female,24.0,0.0,0.0,7.75,Q,test,,U,u,0,0.0,1,Miss,18-25
962,963,3.0,male,21.0,0.0,0.0,78958.0,S,test,,U,u,0,0.0,1,Mr,18-25
963,964,3.0,female,29.0,0.0,0.0,7925.0,S,test,,U,u,0,0.0,1,Miss,25-35
964,965,1.0,male,28.5,0.0,0.0,277208.0,C,test,,D,o,0,0.0,1,Mr,25-35
965,966,1.0,female,35.0,0.0,0.0,211.5,C,test,,C,e,0,0.0,1,Miss,25-35
966,967,1.0,male,32.5,0.0,0.0,211.5,C,test,,C,e,0,0.0,1,Mr,25-35
967,968,3.0,male,26.0,0.0,0.0,8.05,S,test,,U,u,0,0.0,1,Mr,25-35
968,969,1.0,female,55.0,2.0,0.0,25.7,S,test,,C,o,1,2.0,0,Mrs,35-60
969,970,2.0,male,30.0,0.0,0.0,13.0,S,test,,U,u,0,0.0,1,Mr,25-35
970,971,3.0,female,24.0,0.0,0.0,7.75,Q,test,,U,u,0,0.0,1,Miss,18-25
971,972,3.0,male,6.0,1.0,1.0,152458.0,C,test,,U,u,3,2.0,0,Master,4-12
972,973,1.0,male,67.0,1.0,0.0,2217792.0,S,test,,C,o,1,1.0,0,Mr,60-100
973,974,1.0,male,49.0,0.0,0.0,26.0,S,test,,U,u,0,0.0,1,Mr,35-60
974,975,3.0,male,26.0,0.0,0.0,78958.0,S,test,,U,u,0,0.0,1,Mr,25-35
975,976,2.0,male,30.0,0.0,0.0,107083.0,Q,test,,U,u,0,0.0,1,Mr,25-35
976,977,3.0,male,26.0,1.0,0.0,144542.0,C,test,,U,u,1,1.0,0,Mr,25-35
977,978,3.0,female,27.0,0.0,0.0,78792.0,Q,test,,U,u,0,0.0,1,Miss,25-35
978,979,3.0,female,18.0,0.0,0.0,8.05,S,test,,U,u,0,0.0,1,Miss,12-18
979,980,3.0,female,31.0,0.0,0.0,7.75,Q,test,,U,u,0,0.0,1,Mrs,25-35
980,981,2.0,male,2.0,1.0,1.0,23.0,S,test,,U,u,3,2.0,0,Master,0-4
981,982,3.0,female,22.0,1.0,0.0,13.9,S,test,,U,u,1,1.0,0,Mrs,18-25
982,983,3.0,male,26.0,0.0,0.0,7775.0,S,test,,U,u,0,0.0,1,Mr,25-35
983,984,1.0,female,27.0,1.0,2.0,52.0,S,test,,B,o,3,3.0,0,Mrs,25-35
984,985,3.0,male,26.0,0.0,0.0,8.05,S,test,,U,u,0,0.0,1,Mr,25-35
985,986,1.0,male,25.0,0.0,0.0,26.0,C,test,,U,u,0,0.0,1,Mr,18-25
986,987,3.0,male,25.0,0.0,0.0,77958.0,S,test,,U,u,0,0.0,1,Mr,18-25
987,988,1.0,female,76.0,1.0,0.0,78.85,S,test,,C,e,1,1.0,0,Mrs,60-100
988,989,3.0,male,29.0,0.0,0.0,7925.0,S,test,,U,u,0,0.0,1,Mr,25-35
989,990,3.0,female,20.0,0.0,0.0,78542.0,S,test,,U,u,0,0.0,1,Miss,18-25
990,991,3.0,male,33.0,0.0,0.0,8.05,S,test,,U,u,0,0.0,1,Mr,25-35
991,992,1.0,female,43.0,1.0,0.0,554417.0,C,test,,C,e,1,1.0,0,Mrs,35-60
992,993,2.0,male,27.0,1.0,0.0,26.0,S,test,,U,u,1,1.0,0,Mr,25-35
993,994,3.0,male,26.0,0.0,0.0,7.75,Q,test,,U,u,0,0.0,1,Mr,25-35
994,995,3.0,male,26.0,0.0,0.0,7775.0,S,test,,U,u,0,0.0,1,Mr,25-35
996,997,3.0,male,28.0,0.0,0.0,22525.0,S,test,,U,u,0,0.0,1,Mr,25-35
997,998,3.0,male,21.0,0.0,0.0,78208.0,Q,test,,U,u,0,0.0,1,Mr,18-25
998,999,3.0,male,26.0,0.0,0.0,7.75,Q,test,,U,u,0,0.0,1,Mr,25-35
1000,1001,2.0,male,18.5,0.0,0.0,13.0,S,test,,F,u,0,0.0,1,Mr,18-25
1001,1002,2.0,male,41.0,0.0,0.0,150458.0,C,test,,U,u,0,0.0,1,Mr,35-60
1002,1003,3.0,female,18.75,0.0,0.0,77792.0,Q,test,,U,u,0,0.0,1,Miss,18-25
1003,1004,1.0,female,36.0,0.0,0.0,316792.0,C,test,,A,o,0,0.0,1,Miss,35-60
1004,1005,3.0,female,18.5,0.0,0.0,72833.0,Q,test,,U,u,0,0.0,1,Miss,18-25
1005,1006,1.0,female,63.0,1.0,0.0,2217792.0,S,test,,C,o,1,1.0,0,Mrs,60-100
1006,1007,3.0,male,18.0,1.0,0.0,144542.0,C,test,,U,u,1,1.0,0,Mr,12-18
1007,1008,3.0,male,26.0,0.0,0.0,64375.0,C,test,,U,u,0,0.0,1,Mr,25-35
1008,1009,3.0,female,1.0,1.0,1.0,16.7,S,test,,G,e,3,2.0,0,Miss,0-4
1009,1010,1.0,male,36.0,0.0,0.0,752417.0,C,test,,C,e,0,0.0,1,Mr,35-60
1010,1011,2.0,female,29.0,1.0,0.0,26.0,S,test,,U,u,1,1.0,0,Mrs,25-35
1011,1012,2.0,female,12.0,0.0,0.0,15.75,S,test,,U,u,0,0.0,1,Miss,4-12
1012,1013,3.0,male,26.0,1.0,0.0,7.75,Q,test,,U,u,1,1.0,0,Mr,25-35
1013,1014,1.0,female,35.0,1.0,0.0,57.75,C,test,,C,e,1,1.0,0,Mrs,25-35
1014,1015,3.0,male,28.0,0.0,0.0,7.25,S,test,,U,u,0,0.0,1,Mr,25-35
1015,1016,3.0,male,26.0,0.0,0.0,7.75,Q,test,,U,u,0,0.0,1,Mr,25-35
1016,1017,3.0,female,17.0,0.0,1.0,16.1,S,test,,U,u,2,1.0,0,Miss,12-18
1017,1018,3.0,male,22.0,0.0,0.0,77958.0,S,test,,U,u,0,0.0,1,Mr,18-25
1018,1019,3.0,female,18.75,2.0,0.0,23.25,Q,test,,U,u,1,2.0,0,Miss,18-25
1019,1020,2.0,male,42.0,0.0,0.0,13.0,S,test,,U,u,0,0.0,1,Mr,35-60
1020,1021,3.0,male,24.0,0.0,0.0,8.05,S,test,,U,u,0,0.0,1,Mr,18-25
1021,1022,3.0,male,32.0,0.0,0.0,8.05,S,test,,U,u,0,0.0,1,Mr,25-35
1022,1023,1.0,male,53.0,0.0,0.0,28.5,C,test,,C,o,0,0.0,1,Officer,35-60
1023,1024,3.0,female,31.0,0.0,4.0,254667.0,S,test,,U,u,2,4.0,0,Mrs,25-35
1024,1025,3.0,male,26.0,1.0,0.0,64375.0,C,test,,U,u,1,1.0,0,Mr,25-35
1025,1026,3.0,male,43.0,0.0,0.0,78958.0,S,test,,U,u,0,0.0,1,Mr,35-60
1026,1027,3.0,male,24.0,0.0,0.0,78542.0,S,test,,U,u,0,0.0,1,Mr,18-25
1027,1028,3.0,male,26.5,0.0,0.0,7225.0,C,test,,U,u,0,0.0,1,Mr,25-35
1028,1029,2.0,male,26.0,0.0,0.0,13.0,S,test,,U,u,0,0.0,1,Mr,25-35
1029,1030,3.0,female,23.0,0.0,0.0,8.05,S,test,,U,u,0,0.0,1,Miss,18-25
1030,1031,3.0,male,40.0,1.0,6.0,46.9,S,test,,U,u,3,7.0,0,Mr,35-60
1031,1032,3.0,female,10.0,5.0,2.0,46.9,S,test,,U,u,3,7.0,0,Miss,4-12
1032,1033,1.0,female,33.0,0.0,0.0,151.55,S,test,,U,u,0,0.0,1,Miss,25-35
1033,1034,1.0,male,61.0,1.0,3.0,262375.0,C,test,,B,o,3,4.0,0,Mr,60-100
1034,1035,2.0,male,28.0,0.0,0.0,26.0,S,test,,U,u,0,0.0,1,Mr,25-35
1036,1037,3.0,male,31.0,3.0,0.0,18.0,S,test,,U,u,1,3.0,0,Mr,25-35
1037,1038,1.0,male,41.0,0.0,0.0,518625.0,S,test,,E,e,0,0.0,1,Mr,35-60
1038,1039,3.0,male,22.0,0.0,0.0,8.05,S,test,,U,u,0,0.0,1,Mr,18-25
1039,1040,1.0,male,41.0,0.0,0.0,26.55,S,test,,U,u,0,0.0,1,Mr,35-60
1040,1041,2.0,male,30.0,1.0,1.0,26.0,S,test,,U,u,3,2.0,0,Officer,25-35
1041,1042,1.0,female,23.0,0.0,1.0,831583.0,C,test,,C,e,2,1.0,0,Mrs,18-25
1042,1043,3.0,male,26.0,0.0,0.0,78958.0,C,test,,U,u,0,0.0,1,Mr,25-35
1043,1044,3.0,male,60.5,0.0,0.0,,S,test,,U,u,0,0.0,1,Mr,60-100
1044,1045,3.0,female,36.0,0.0,2.0,121833.0,S,test,,U,u,2,2.0,0,Mrs,35-60
1045,1046,3.0,male,13.0,4.0,2.0,313875.0,S,test,,U,u,3,6.0,0,Master,12-18
1046,1047,3.0,male,24.0,0.0,0.0,7.55,S,test,,U,u,0,0.0,1,Mr,18-25
1047,1048,1.0,female,29.0,0.0,0.0,2217792.0,S,test,,C,o,0,0.0,1,Miss,25-35
1048,1049,3.0,female,23.0,0.0,0.0,78542.0,S,test,,U,u,0,0.0,1,Miss,18-25
1049,1050,1.0,male,42.0,0.0,0.0,26.55,S,test,,D,e,0,0.0,1,Mr,35-60
1050,1051,3.0,female,26.0,0.0,2.0,13775.0,S,test,,U,u,2,2.0,0,Mrs,25-35
1051,1052,3.0,female,18.75,0.0,0.0,77333.0,Q,test,,U,u,0,0.0,1,Miss,18-25
1052,1053,3.0,male,7.0,1.0,1.0,152458.0,C,test,,U,u,3,2.0,0,Master,4-12
1053,1054,2.0,female,26.0,0.0,0.0,13.5,S,test,,U,u,0,0.0,1,Miss,25-35
1054,1055,3.0,male,26.0,0.0,0.0,7.0,S,test,,U,u,0,0.0,1,Mr,25-35
1055,1056,2.0,male,41.0,0.0,0.0,13.0,S,test,,U,u,0,0.0,1,Officer,35-60
1056,1057,3.0,female,26.0,1.0,1.0,22025.0,S,test,,U,u,3,2.0,0,Mrs,25-35
1057,1058,1.0,male,48.0,0.0,0.0,504958.0,C,test,,B,e,0,0.0,1,Mr,35-60
1058,1059,3.0,male,18.0,2.0,2.0,34375.0,S,test,,U,u,3,4.0,0,Mr,12-18
1059,1060,1.0,female,45.0,0.0,0.0,277208.0,C,test,,U,u,0,0.0,1,Mrs,35-60
1060,1061,3.0,female,22.0,0.0,0.0,89625.0,S,test,,U,u,0,0.0,1,Miss,18-25
1061,1062,3.0,male,26.0,0.0,0.0,7.55,S,test,,U,u,0,0.0,1,Mr,25-35
1062,1063,3.0,male,27.0,0.0,0.0,7225.0,C,test,,U,u,0,0.0,1,Mr,25-35
1063,1064,3.0,male,23.0,1.0,0.0,13.9,S,test,,U,u,1,1.0,0,Mr,18-25
1064,1065,3.0,male,26.0,0.0,0.0,72292.0,C,test,,U,u,0,0.0,1,Mr,25-35
1065,1066,3.0,male,40.0,1.0,5.0,313875.0,S,test,,U,u,3,6.0,0,Mr,35-60
1066,1067,2.0,female,15.0,0.0,2.0,39.0,S,test,,U,u,2,2.0,0,Miss,12-18
1067,1068,2.0,female,20.0,0.0,0.0,36.75,S,test,,U,u,0,0.0,1,Miss,18-25
1068,1069,1.0,male,54.0,1.0,0.0,554417.0,C,test,,C,e,1,1.0,0,Mr,35-60
1069,1070,2.0,female,36.0,0.0,3.0,39.0,S,test,,F,e,2,3.0,0,Mrs,35-60
1070,1071,1.0,female,64.0,0.0,2.0,831583.0,C,test,,E,o,2,2.0,0,Mrs,60-100
1071,1072,2.0,male,30.0,0.0,0.0,13.0,S,test,,U,u,0,0.0,1,Mr,25-35
1072,1073,1.0,male,37.0,1.0,1.0,831583.0,C,test,,E,e,3,2.0,0,Mr,35-60
1073,1074,1.0,female,18.0,1.0,0.0,53.1,S,test,,D,e,1,1.0,0,Mrs,12-18
1074,1075,3.0,male,26.0,0.0,0.0,7.75,Q,test,,U,u,0,0.0,1,Mr,25-35
1075,1076,1.0,female,27.0,1.0,1.0,2475208.0,C,test,,B,e,3,2.0,0,Mrs,25-35
1076,1077,2.0,male,40.0,0.0,0.0,16.0,S,test,,U,u,0,0.0,1,Mr,35-60
1077,1078,2.0,female,21.0,0.0,1.0,21.0,S,test,,U,u,2,1.0,0,Miss,18-25
1078,1079,3.0,male,17.0,2.0,0.0,8.05,S,test,,U,u,1,2.0,0,Mr,12-18
1079,1080,3.0,female,18.75,8.0,2.0,69.55,S,test,,U,u,3,10.0,0,Miss,18-25
1080,1081,2.0,male,40.0,0.0,0.0,13.0,S,test,,U,u,0,0.0,1,Mr,35-60
1081,1082,2.0,male,34.0,1.0,0.0,26.0,S,test,,U,u,1,1.0,0,Mr,25-35
1082,1083,1.0,male,41.0,0.0,0.0,26.0,S,test,,U,u,0,0.0,1,Mr,35-60
1083,1084,3.0,male,11.5,1.0,1.0,14.5,S,test,,U,u,3,2.0,0,Master,4-12
1084,1085,2.0,male,61.0,0.0,0.0,12.35,Q,test,,U,u,0,0.0,1,Mr,60-100
1085,1086,2.0,male,8.0,0.0,2.0,32.5,S,test,,U,u,2,2.0,0,Master,4-12
1086,1087,3.0,male,33.0,0.0,0.0,78542.0,S,test,,U,u,0,0.0,1,Mr,25-35
1087,1088,1.0,male,6.0,0.0,2.0,134.5,C,test,,E,e,2,2.0,0,Master,4-12
1088,1089,3.0,female,18.0,0.0,0.0,7775.0,S,test,,U,u,0,0.0,1,Miss,12-18
1089,1090,2.0,male,23.0,0.0,0.0,10.5,S,test,,U,u,0,0.0,1,Mr,18-25
1090,1091,3.0,female,31.0,0.0,0.0,81125.0,S,test,,U,u,0,0.0,1,Mrs,25-35
1091,1092,3.0,female,18.75,0.0,0.0,15.5,Q,test,,U,u,0,0.0,1,Miss,18-25
1092,1093,3.0,male,0.33,0.0,2.0,14.4,S,test,,U,u,2,2.0,0,Master,0-4
1093,1094,1.0,male,47.0,1.0,0.0,227525.0,C,test,,C,e,1,1.0,0,Officer,35-60
1094,1095,2.0,female,8.0,1.0,1.0,26.0,S,test,,U,u,3,2.0,0,Miss,4-12
1095,1096,2.0,male,25.0,0.0,0.0,10.5,S,test,,U,u,0,0.0,1,Mr,18-25
1096,1097,1.0,male,41.0,0.0,0.0,257417.0,C,test,,U,u,0,0.0,1,Mr,35-60
1097,1098,3.0,female,35.0,0.0,0.0,7.75,Q,test,,U,u,0,0.0,1,Miss,25-35
1098,1099,2.0,male,24.0,0.0,0.0,10.5,S,test,,U,u,0,0.0,1,Mr,18-25
1099,1100,1.0,female,33.0,0.0,0.0,277208.0,C,test,,A,o,0,0.0,1,Miss,25-35
1100,1101,3.0,male,25.0,0.0,0.0,78958.0,S,test,,U,u,0,0.0,1,Mr,18-25
1101,1102,3.0,male,32.0,0.0,0.0,22525.0,S,test,,U,u,0,0.0,1,Mr,25-35
1102,1103,3.0,male,26.0,0.0,0.0,7.05,S,test,,U,u,0,0.0,1,Mr,25-35
1103,1104,2.0,male,17.0,0.0,0.0,73.5,S,test,,U,u,0,0.0,1,Mr,12-18
1104,1105,2.0,female,60.0,1.0,0.0,26.0,S,test,,U,u,1,1.0,0,Mrs,35-60
1105,1106,3.0,female,38.0,4.0,2.0,7775.0,S,test,,U,u,3,6.0,0,Miss,35-60
1106,1107,1.0,male,42.0,0.0,0.0,42.5,S,test,,B,o,0,0.0,1,Mr,35-60
1107,1108,3.0,female,18.75,0.0,0.0,78792.0,Q,test,,U,u,0,0.0,1,Miss,18-25
1108,1109,1.0,male,57.0,1.0,1.0,1648667.0,S,test,,U,u,3,2.0,0,Mr,35-60
1109,1110,1.0,female,50.0,1.0,1.0,211.5,C,test,,C,e,3,2.0,0,Mrs,35-60
1110,1111,3.0,male,26.0,0.0,0.0,8.05,S,test,,U,u,0,0.0,1,Mr,25-35
1111,1112,2.0,female,30.0,1.0,0.0,138583.0,C,test,,U,u,1,1.0,0,Miss,25-35
1112,1113,3.0,male,21.0,0.0,0.0,8.05,S,test,,U,u,0,0.0,1,Mr,18-25
1113,1114,2.0,female,22.0,0.0,0.0,10.5,S,test,,F,o,0,0.0,1,Mrs,18-25
1114,1115,3.0,male,21.0,0.0,0.0,77958.0,S,test,,U,u,0,0.0,1,Mr,18-25
1115,1116,1.0,female,53.0,0.0,0.0,274458.0,C,test,,U,u,0,0.0,1,Mrs,35-60
1117,1118,3.0,male,23.0,0.0,0.0,77958.0,S,test,,U,u,0,0.0,1,Mr,18-25
1118,1119,3.0,female,18.75,0.0,0.0,7.75,Q,test,,U,u,0,0.0,1,Miss,18-25
1119,1120,3.0,male,40.5,0.0,0.0,15.1,S,test,,U,u,0,0.0,1,Mr,35-60
1120,1121,2.0,male,36.0,0.0,0.0,13.0,S,test,,U,u,0,0.0,1,Mr,35-60
1121,1122,2.0,male,14.0,0.0,0.0,65.0,S,test,,U,u,0,0.0,1,Mr,12-18
1122,1123,1.0,female,21.0,0.0,0.0,26.55,S,test,,U,u,0,0.0,1,Miss,18-25
1123,1124,3.0,male,21.0,1.0,0.0,64958.0,S,test,,U,u,1,1.0,0,Mr,18-25
1124,1125,3.0,male,26.0,0.0,0.0,78792.0,Q,test,,U,u,0,0.0,1,Mr,25-35
1125,1126,1.0,male,39.0,1.0,0.0,712833.0,C,test,,C,o,1,1.0,0,Mr,35-60
1126,1127,3.0,male,20.0,0.0,0.0,78542.0,S,test,,U,u,0,0.0,1,Mr,18-25
1127,1128,1.0,male,64.0,1.0,0.0,75.25,C,test,,D,o,1,1.0,0,Mr,60-100
1128,1129,3.0,male,20.0,0.0,0.0,7225.0,C,test,,U,u,0,0.0,1,Mr,18-25
1129,1130,2.0,female,18.0,1.0,1.0,13.0,S,test,,U,u,3,2.0,0,Miss,12-18
1130,1131,1.0,female,48.0,1.0,0.0,106425.0,C,test,,C,e,1,1.0,0,Mrs,35-60
1131,1132,1.0,female,55.0,0.0,0.0,277208.0,C,test,,U,u,0,0.0,1,Mrs,35-60
1132,1133,2.0,female,45.0,0.0,2.0,30.0,S,test,,U,u,2,2.0,0,Mrs,35-60
1133,1134,1.0,male,45.0,1.0,1.0,134.5,C,test,,E,e,3,2.0,0,Mr,35-60
1134,1135,3.0,male,26.0,0.0,0.0,78875.0,S,test,,U,u,0,0.0,1,Mr,25-35
1136,1137,1.0,male,41.0,1.0,0.0,518625.0,S,test,,D,o,1,1.0,0,Mr,35-60
1137,1138,2.0,female,22.0,0.0,0.0,21.0,S,test,,U,u,0,0.0,1,Mrs,18-25
1138,1139,2.0,male,42.0,1.0,1.0,32.5,S,test,,U,u,3,2.0,0,Mr,35-60
1139,1140,2.0,female,29.0,1.0,0.0,26.0,S,test,,U,u,1,1.0,0,Mrs,25-35
1141,1142,2.0,female,0.92,1.0,2.0,27.75,S,test,,U,u,3,3.0,0,Miss,0-4
1142,1143,3.0,male,20.0,0.0,0.0,7925.0,S,test,,U,u,0,0.0,1,Mr,18-25
1143,1144,1.0,male,27.0,1.0,0.0,1367792.0,C,test,,C,o,1,1.0,0,Mr,25-35
1144,1145,3.0,male,24.0,0.0,0.0,9325.0,S,test,,U,u,0,0.0,1,Mr,18-25
1145,1146,3.0,male,32.5,0.0,0.0,9.5,S,test,,U,u,0,0.0,1,Mr,25-35
1146,1147,3.0,male,26.0,0.0,0.0,7.55,S,test,,U,u,0,0.0,1,Mr,25-35
1147,1148,3.0,male,26.0,0.0,0.0,7.75,Q,test,,U,u,0,0.0,1,Mr,25-35
1148,1149,3.0,male,28.0,0.0,0.0,8.05,S,test,,U,u,0,0.0,1,Mr,25-35
1149,1150,2.0,female,19.0,0.0,0.0,13.0,S,test,,U,u,0,0.0,1,Miss,18-25
1150,1151,3.0,male,21.0,0.0,0.0,7775.0,S,test,,U,u,0,0.0,1,Mr,18-25
1151,1152,3.0,male,36.5,1.0,0.0,17.4,S,test,,U,u,1,1.0,0,Mr,35-60
1152,1153,3.0,male,21.0,0.0,0.0,78542.0,S,test,,U,u,0,0.0,1,Mr,18-25
1154,1155,3.0,female,1.0,1.0,1.0,121833.0,S,test,,U,u,3,2.0,0,Miss,0-4
1155,1156,2.0,male,30.0,0.0,0.0,127375.0,C,test,,U,u,0,0.0,1,Mr,25-35
1156,1157,3.0,male,26.0,0.0,0.0,78958.0,S,test,,U,u,0,0.0,1,Mr,25-35
1157,1158,1.0,male,41.0,0.0,0.0,0.0,S,test,,U,u,0,0.0,1,Mr,35-60
1158,1159,3.0,male,26.0,0.0,0.0,7.55,S,test,,U,u,0,0.0,1,Mr,25-35
1159,1160,3.0,female,18.75,0.0,0.0,8.05,S,test,,U,u,0,0.0,1,Miss,18-25
1160,1161,3.0,male,17.0,0.0,0.0,86625.0,S,test,,U,u,0,0.0,1,Mr,12-18
1161,1162,1.0,male,46.0,0.0,0.0,752417.0,C,test,,C,e,0,0.0,1,Mr,35-60
1162,1163,3.0,male,26.0,0.0,0.0,7.75,Q,test,,U,u,0,0.0,1,Mr,25-35
1163,1164,1.0,female,26.0,1.0,0.0,1367792.0,C,test,,C,o,1,1.0,0,Mrs,25-35
