,srch_id,prop_id,score
15480,1013,28495.0,0.016723650615788177
15496,1013,107846.0,0.016570212358330415
15479,1013,25036.0,0.015954096182518595
15501,1013,127297.0,0.015954096182518595
15488,1013,80034.0,0.013403649579805284
15494,1013,93654.0,0.012443745289616687
15497,1013,116176.0,0.012443745289616687
15500,1013,124191.0,0.012443745289616687
15478,1013,24519.0,0.011842738726552969
15499,1013,122589.0,0.011842738726552969
15504,1013,140120.0,0.011842738726552969
15503,1013,135565.0,0.0057793822095188315
15477,1013,23862.0,0.0044740335897534966
15487,1013,78866.0,0.0023364995556913494
15493,1013,86928.0,0.0023364995556913494
15491,1013,85430.0,0.0003626761337878701
15527,1014,94956.0,0.050517345042307496
15526,1014,88218.0,0.04114658298249644
15533,1014,112063.0,0.03742134465431191
15509,1014,18380.0,0.029507261552478563
15535,1014,122659.0,0.0285800160204579
15512,1014,29286.0,0.026571200392952913
15519,1014,55688.0,0.02514914589670292
15516,1014,40649.0,0.02436871374838908
15532,1014,111856.0,0.02301547126422348
15506,1014,9467.0,0.022280932384720842
15528,1014,95307.0,0.022280932384720842
15511,1014,24311.0,0.020928328014106056
15514,1014,30627.0,0.020928328014106056
15534,1014,115779.0,0.020928328014106056
15536,1014,130729.0,0.020928328014106056
15537,1014,136159.0,0.02075456176008643
15507,1014,11826.0,0.019506273517856058
15523,1014,70924.0,0.019506273517856058
15505,1014,719.0,0.019087531427822796
15518,1014,53341.0,0.019087531427822796
15530,1014,103812.0,0.019087531427822796
15515,1014,36029.0,0.018657355608447838
15520,1014,56417.0,0.018657355608447838
15513,1014,29604.0,0.018486524864759078
15521,1014,56880.0,0.018486524864759078
15508,1014,12906.0,0.015637146246514737
15522,1014,67626.0,0.015637146246514737
15529,1014,97061.0,0.015637146246514737
15517,1014,43228.0,0.0057793822095188315
15524,1014,79150.0,0.0057793822095188315
15531,1014,106269.0,0.0057793822095188315
15525,1014,88096.0,0.002861521200363544
15510,1014,19435.0,0.0023364995556913494
15540,1017,4598.0,0.030410053958991903
15559,1017,102347.0,0.029099379361596674
15544,1017,20563.0,0.028314588915298304
15562,1017,119238.0,0.024505322968137837
15551,1017,41409.0,0.022280932384720842
15545,1017,25925.0,0.02166635179255067
15538,1017,1110.0,0.020027884501606738
15543,1017,18026.0,0.020027884501606738
15554,1017,79749.0,0.020027884501606738
15558,1017,98884.0,0.020027884501606738
15567,1017,131607.0,0.01924161532460077
15552,1017,57594.0,0.018123728119518193
15566,1017,131106.0,0.018123728119518193
15565,1017,130028.0,0.01750885769226431
15555,1017,80377.0,0.016156253321649525
15557,1017,93051.0,0.015637146246514737
15542,1017,8729.0,0.013885280915991307
15556,1017,89388.0,0.013885280915991307
15564,1017,128018.0,0.013885280915991307
15547,1017,31123.0,0.007651093655268412
15539,1017,2323.0,0.0057793822095188315
15546,1017,26203.0,0.0057793822095188315
15548,1017,32919.0,0.0057793822095188315
15550,1017,39933.0,0.0057793822095188315
15553,1017,79014.0,0.0057793822095188315
15560,1017,114196.0,0.0057793822095188315
15561,1017,114399.0,0.0057793822095188315
15563,1017,126567.0,0.0057793822095188315
15541,1017,5441.0,-0.002435575136765183
15549,1017,39592.0,-0.002435575136765183
15582,1019,65003.0,0.04572395733643921
15579,1019,50208.0,0.03701504003099111
15593,1019,138168.0,0.035208441151909395
15580,1019,52461.0,0.02877158666804797
15583,1019,71656.0,0.02877158666804797
15591,1019,121972.0,0.026464738985468157
15569,1019,2754.0,0.020027884501606738
15570,1019,8885.0,0.020027884501606738
15575,1019,37097.0,0.020027884501606738
15576,1019,39189.0,0.020027884501606738
15578,1019,46814.0,0.020027884501606738
15581,1019,62019.0,0.020027884501606738
15589,1019,95864.0,0.020027884501606738
15592,1019,129658.0,0.01824339657176695
15568,1019,2454.0,0.017703123045171635
15586,1019,76996.0,0.017703123045171635
15574,1019,35502.0,0.015954096182518595
15577,1019,40266.0,0.015637146246514737
15594,1019,138360.0,0.012443745289616687
15573,1019,34708.0,0.011842738726552969
15590,1019,108091.0,0.011842738726552969
15571,1019,31778.0,0.010914496071855314
15585,1019,76759.0,0.007651093655268412
15587,1019,83625.0,0.0057793822095188315
15588,1019,90621.0,0.0044740335897534966
15572,1019,32222.0,0.0021163721656321044
15584,1019,75800.0,-0.0057006803832462686
15626,1020,132409.0,0.03527811863576004
15618,1020,97971.0,0.028540318455937585
15601,1020,16673.0,0.023609988824778848
15623,1020,121574.0,0.023609988824778848
15617,1020,96869.0,0.02159609303689767
15604,1020,23440.0,0.0213421692006213
15616,1020,92866.0,0.0213421692006213
15598,1020,11842.0,0.015954096182518595
15624,1020,128228.0,0.015954096182518595
15605,1020,24053.0,0.015726992077397084
15622,1020,116546.0,0.01560769665976508
15595,1020,6306.0,0.015159238553036252
15597,1020,8872.0,0.015159238553036252
15613,1020,62680.0,0.015159238553036252
15621,1020,104586.0,0.015159238553036252
15625,1020,129295.0,0.015159238553036252
15602,1020,17156.0,0.014698383062415192
15611,1020,54527.0,0.014698383062415192
15627,1020,136802.0,0.014698383062415192
15599,1020,12367.0,0.013886195491113827
15607,1020,45153.0,0.013886195491113827
15608,1020,48040.0,0.013886195491113827
15612,1020,59979.0,0.012919592542820203
15610,1020,52934.0,0.011047881097070625
15614,1020,76712.0,0.008761853335885146
15615,1020,86842.0,0.00865138656054068
15606,1020,25871.0,0.007797557871087778
15619,1020,98869.0,0.007797557871087778
15596,1020,8793.0,0.006264323889365258
15600,1020,14001.0,0.006264323889365258
15603,1020,19789.0,0.006264323889365258
15609,1020,49345.0,0.006264323889365258
15620,1020,103344.0,0.006264323889365258
15630,1022,5116.0,0.027997406614828167
15658,1022,137562.0,0.024182714754184525
15631,1022,12560.0,0.023886049158862537
15639,1022,39016.0,0.022390950666380013
15651,1022,79311.0,0.022390950666380013
15656,1022,119392.0,0.022390950666380013
15634,1022,23016.0,0.018279593210414388
15635,1022,25498.0,0.018279593210414388
15641,1022,49817.0,0.018279593210414388
15646,1022,64414.0,0.018279593210414388
15649,1022,78377.0,0.018279593210414388
15650,1022,79303.0,0.018279593210414388
15652,1022,82338.0,0.018279593210414388
15657,1022,120356.0,0.018279593210414388
15638,1022,38398.0,0.015954096182518595
15632,1022,18611.0,0.015637146246514737
15644,1022,52678.0,0.014698383062415192
15633,1022,22180.0,0.014006356099855347
15655,1022,114370.0,0.014006356099855347
15642,1022,50810.0,0.0138909785444662
15643,1022,51420.0,0.013714450172302547
15648,1022,78182.0,0.013679263836769134
15628,1022,848.0,0.013544087573953954
15637,1022,35308.0,0.01304206063505798
15636,1022,27885.0,0.011842738726552969
15640,1022,45450.0,0.011842738726552969
15653,1022,91107.0,0.011842738726552969
15654,1022,91402.0,0.010954917384940553
15629,1022,3376.0,0.007392340590251603
15647,1022,72344.0,0.007242409352907715
15645,1022,61379.0,0.006264323889365258
15667,1023,62009.0,0.02373034234257303
15688,1023,125517.0,0.02373034234257303
15663,1023,35630.0,0.02166635179255067
15665,1023,55235.0,0.02166635179255067
15672,1023,73166.0,0.02166635179255067
15674,1023,89153.0,0.02166635179255067
15679,1023,94933.0,0.02166635179255067
15684,1023,110019.0,0.02166635179255067
15685,1023,118513.0,0.02166635179255067
15689,1023,125664.0,0.02166635179255067
15690,1023,129437.0,0.02166635179255067
15660,1023,4216.0,0.013743816686102276
15668,1023,64281.0,0.008784741047225137
15675,1023,90066.0,0.007064105069683399
15659,1023,4086.0,0.006584205899942593
15676,1023,90622.0,0.006493385512132205
15677,1023,91280.0,0.006286453857787512
15662,1023,14450.0,0.005000114519661041
15666,1023,59803.0,0.005000114519661041
15678,1023,94106.0,0.005000114519661041
15680,1023,97855.0,0.005000114519661041
15671,1023,67152.0,0.0027059894139077594
15673,1023,87013.0,0.0027059894139077594
15683,1023,105125.0,0.0027059894139077594
15681,1023,103183.0,-0.00015040062607390628
15686,1023,119044.0,-0.00015040062607390628
15691,1023,133833.0,-0.00034544930100703555
15670,1023,65182.0,-0.0028675256771897332
15661,1023,7858.0,-0.0034382452347409284
15664,1023,40348.0,-0.00926378905582533
15669,1023,64294.0,-0.01008203137294704
15682,1023,104072.0,-0.01008203137294704
15687,1023,124496.0,-0.012402529463630496
15710,1024,84227.0,0.04572395733643921
15718,1024,138199.0,0.04572395733643921
15708,1024,73117.0,0.0213421692006213
15701,1024,47017.0,0.019087531427822796
15717,1024,129713.0,0.018279593210414388
15695,1024,16192.0,0.01824339657176695
15703,1024,50237.0,0.01824339657176695
15704,1024,56775.0,0.01824339657176695
15713,1024,111938.0,0.01824339657176695
15707,1024,71045.0,0.017825807628268173
15694,1024,12173.0,0.016570094508164768
15706,1024,68667.0,0.016156253321649525
15697,1024,22583.0,0.015954096182518595
15698,1024,26649.0,0.015954096182518595
15712,1024,102784.0,0.015954096182518595
15692,1024,8124.0,0.015228154495499593
15696,1024,21182.0,0.015228154495499593
15715,1024,126234.0,0.015228154495499593
15700,1024,44376.0,0.014315456735366265
15699,1024,31043.0,0.013885280915991307
15711,1024,95400.0,0.013885280915991307
15693,1024,9677.0,0.013714450172302547
15705,1024,60230.0,0.013714450172302547
15702,1024,48396.0,-0.002435575136765183
15709,1024,74941.0,-0.002435575136765183
15714,1024,122588.0,-0.002435575136765183
15716,1024,127609.0,-0.002435575136765183
15727,1025,48520.0,0.026464738985468157
15729,1025,50856.0,0.02593548585267464
15745,1025,101461.0,0.024505322968137837
15734,1025,60113.0,0.022597882320724703
15747,1025,109439.0,0.022280932384720842
15724,1025,25253.0,0.022074000730376152
15732,1025,59422.0,0.021980424522019912
15721,1025,21243.0,0.020027884501606738
15723,1025,23987.0,0.020027884501606738
15733,1025,60108.0,0.020027884501606738
15741,1025,95723.0,0.020027884501606738
15751,1025,122339.0,0.020027884501606738
15722,1025,22529.0,0.016957755854702498
15725,1025,30320.0,0.015954096182518595
15731,1025,58684.0,0.015954096182518595
15737,1025,82845.0,0.015954096182518595
15742,1025,95832.0,0.015954096182518595
15746,1025,105928.0,0.015954096182518595
15739,1025,94336.0,0.015637146246514737
15743,1025,98577.0,0.014315456735366265
15740,1025,95076.0,0.013714450172302547
15720,1025,8834.0,0.013403521745518053
15750,1025,120367.0,0.012443745289616687
15738,1025,86398.0,0.012423168347724944
15749,1025,113547.0,0.012216236693380253
15752,1025,134555.0,0.012216236693380253
15719,1025,3728.0,0.011842738726552969
15726,1025,44111.0,0.011842738726552969
15728,1025,49062.0,0.011842738726552969
15736,1025,81571.0,0.011842738726552969
15744,1025,99380.0,0.011842738726552969
15748,1025,110617.0,0.009164797978465459
15730,1025,52148.0,0.007651093655268412
15735,1025,75484.0,-0.002435575136765183
15753,1026,37330.0,0.021909556377942677
15756,1026,128272.0,0.021909556377942677
15757,1026,137646.0,0.013456019671738872
15754,1026,56697.0,0.01334063060225859
15755,1026,123898.0,0.00868394497928234
15762,1029,85724.0,0.018640682745728335
15759,1029,50298.0,0.015637146246514737
15758,1029,44743.0,0.0057793822095188315
15761,1029,75671.0,0.0057793822095188315
15764,1029,102498.0,0.0057793822095188315
15765,1029,102731.0,0.0057793822095188315
15760,1029,70218.0,0.00382264524012255
15763,1029,91497.0,0.00382264524012255
15766,1029,110105.0,0.00382264524012255
1724,103,135195.0,0.01492622136240875
1702,103,38846.0,0.007064105069683399
1707,103,43966.0,0.007064105069683399
1711,103,87796.0,0.007064105069683399
1718,103,121665.0,0.007064105069683399
1721,103,131345.0,0.007064105069683399
1698,103,19567.0,0.004426625391449497
1696,103,9522.0,0.0027059894139077594
1697,103,11414.0,0.0027059894139077594
1706,103,42875.0,0.0027059894139077594
1710,103,79534.0,0.0027059894139077594
1712,103,97615.0,0.0027059894139077594
1714,103,110963.0,0.0027059894139077594
1716,103,115763.0,0.0027059894139077594
1722,103,133729.0,0.0027059894139077594
1699,103,31442.0,-0.00034544930100703555
1700,103,31945.0,-0.00034544930100703555
1701,103,35043.0,-0.00034544930100703555
1703,103,40463.0,-0.00034544930100703555
1704,103,41368.0,-0.00034544930100703555
1705,103,41585.0,-0.00034544930100703555
1709,103,68783.0,-0.00034544930100703555
1713,103,99894.0,-0.00034544930100703555
1715,103,114777.0,-0.00034544930100703555
1717,103,121586.0,-0.00034544930100703555
1719,103,125074.0,-0.00034544930100703555
1720,103,130968.0,-0.00034544930100703555
1723,103,134786.0,-0.00034544930100703555
1708,103,53224.0,-0.005505005355423636
15774,1031,118766.0,0.04900313723632172
15770,1031,81720.0,0.019528153294838167
15771,1031,92927.0,0.01781413532751451
15772,1031,94080.0,0.015726992077397084
15768,1031,13674.0,0.009114120798657295
15769,1031,70683.0,-0.00286483638101762
15775,1031,132817.0,-0.006123206750277107
15767,1031,11948.0,-0.0076369110734741535
15773,1031,100081.0,-0.0076369110734741535
15800,1033,135426.0,0.03923670778272301
15792,1033,94465.0,0.034188006362251014
15799,1033,129759.0,0.02961311783261415
15784,1033,36202.0,0.025233445172166778
15779,1033,10636.0,0.024391885932420875
15780,1033,11640.0,0.02165507010769068
15789,1033,78034.0,0.015228154495499593
15785,1033,42574.0,0.01443329686601725
15793,1033,102610.0,0.01443329686601725
15798,1033,121775.0,0.01443329686601725
15777,1033,7540.0,0.012701178373226677
15796,1033,108610.0,0.012701178373226677
15783,1033,33353.0,0.012454243494064028
15787,1033,62649.0,0.012454243494064028
15791,1033,94068.0,0.01062782512185434
15790,1033,94032.0,0.010620833876254966
15797,1033,112408.0,0.010620833876254966
15776,1033,6375.0,0.009649739658311883
15782,1033,20999.0,0.009649739658311883
15794,1033,107280.0,0.009649739658311883
15795,1033,107535.0,0.009166204780662964
15788,1033,69423.0,0.00837134715118062
15781,1033,20737.0,0.007797557871087778
15778,1033,8550.0,0.006264323889365258
15786,1033,43625.0,0.00037036911083067814
15801,1033,138378.0,0.00037036911083067814
15802,1034,5025.0,0.04572395733643921
15805,1034,19070.0,0.04572395733643921
15821,1034,97123.0,0.04572395733643921
15808,1034,29012.0,0.021071511696090294
15810,1034,36684.0,0.02075456176008643
15809,1034,34819.0,0.01920769203656432
15818,1034,84614.0,0.01920769203656432
15803,1034,16699.0,0.016156253321649525
15811,1034,37582.0,0.016156253321649525
15819,1034,86780.0,0.015637146246514737
15804,1034,18906.0,0.014849576380788678
15823,1034,109648.0,0.014849576380788678
15807,1034,29008.0,0.013885280915991307
15813,1034,45411.0,0.013885280915991307
15816,1034,66147.0,0.013885280915991307
15817,1034,84548.0,0.013885280915991307
15820,1034,94546.0,0.013885280915991307
15822,1034,99477.0,0.013885280915991307
15806,1034,19804.0,0.012602038584349029
15815,1034,54239.0,0.012602038584349029
15812,1034,40788.0,0.012443745289616687
15814,1034,46287.0,0.011798137665873884
15835,1036,57020.0,0.029518599855890212
15824,1036,356.0,0.02879265816887121
15826,1036,4255.0,0.026579475043947826
15839,1036,83301.0,0.026579475043947826
15837,1036,62715.0,0.024182714754184525
15848,1036,126089.0,0.02113127603926973
15841,1036,102101.0,0.01933951195146522
15832,1036,47943.0,0.019087531427822796
15840,1036,101750.0,0.016723650615788177
15829,1036,19886.0,0.016062933379297272
15830,1036,29092.0,0.015954096182518595
15849,1036,131670.0,0.015954096182518595
15825,1036,2436.0,0.015228154495499593
15827,1036,5513.0,0.015228154495499593
15833,1036,49704.0,0.015228154495499593
15842,1036,110882.0,0.015228154495499593
15847,1036,123708.0,0.015228154495499593
15834,1036,55705.0,0.013714450172302547
15846,1036,119016.0,0.013714450172302547
15831,1036,47069.0,0.011951575923331645
15844,1036,114557.0,0.011842738726552969
15838,1036,71077.0,0.009755221820414658
15845,1036,117848.0,0.007974057723235494
15843,1036,111994.0,0.007652500457465917
15836,1036,57191.0,0.0023364995556913494
15850,1036,140305.0,0.0023364995556913494
15828,1036,17734.0,-0.0009218708135681369
15852,1038,33485.0,0.02166635179255067
15853,1038,38932.0,0.02166635179255067
15855,1038,76700.0,0.006149587830885588
15851,1038,29797.0,0.004887533195189612
15854,1038,43699.0,-0.001548586505524738
15876,1039,102628.0,0.0494132800145258
15878,1039,119257.0,0.02810320627641209
15869,1039,65688.0,0.02768377714386699
15859,1039,8850.0,0.026464738985468157
15868,1039,64666.0,0.026464738985468157
15871,1039,89585.0,0.026464738985468157
15872,1039,90008.0,0.026464738985468157
15867,1039,59402.0,0.02166635179255067
15857,1039,6453.0,0.020027884501606738
15858,1039,8572.0,0.020027884501606738
15860,1039,10605.0,0.020027884501606738
15861,1039,14612.0,0.020027884501606738
15862,1039,30279.0,0.020027884501606738
15863,1039,50668.0,0.020027884501606738
15864,1039,50796.0,0.020027884501606738
15865,1039,52637.0,0.020027884501606738
15866,1039,54757.0,0.020027884501606738
15870,1039,76200.0,0.020027884501606738
15873,1039,90489.0,0.020027884501606738
15875,1039,102565.0,0.020027884501606738
15877,1039,108233.0,0.020027884501606738
15879,1039,119495.0,0.020027884501606738
15881,1039,137502.0,0.018123728119518193
15856,1039,1633.0,0.012216236693380253
15874,1039,91130.0,0.0057793822095188315
15880,1039,131504.0,0.0057793822095188315
15889,1040,88347.0,0.016093499349972774
15892,1040,128090.0,0.014006356099855347
15886,1040,68495.0,0.013679263836769134
15884,1040,29927.0,0.01304206063505798
15888,1040,77990.0,0.011735383694197134
15885,1040,59324.0,0.010954917384940553
15887,1040,72424.0,0.010954917384940553
15891,1040,112502.0,0.010954917384940553
15882,1040,3367.0,0.00868394497928234
15883,1040,23190.0,0.00868394497928234
15890,1040,111838.0,0.00868394497928234
15910,1043,70559.0,0.021294835286681742
15895,1043,26263.0,0.020142620560086408
15899,1043,36126.0,0.020142620560086408
15900,1043,47370.0,0.020142620560086408
15902,1043,49867.0,0.020142620560086408
15906,1043,65529.0,0.020142620560086408
15907,1043,65661.0,0.020142620560086408
15916,1043,97522.0,0.020142620560086408
15917,1043,98094.0,0.020142620560086408
15923,1043,134908.0,0.020142620560086408
15924,1043,138628.0,0.020142620560086408
15898,1043,30179.0,0.01750885769226431
15903,1043,53853.0,0.016156253321649525
15896,1043,27798.0,0.015954096182518595
15894,1043,24552.0,0.015637146246514737
15901,1043,48330.0,0.015637146246514737
15908,1043,67999.0,0.015637146246514737
15911,1043,73371.0,0.015637146246514737
15913,1043,83997.0,0.015637146246514737
15914,1043,89665.0,0.015637146246514737
15920,1043,109017.0,0.015637146246514737
15925,1043,139945.0,0.015637146246514737
15922,1043,128630.0,0.01482810221529362
15893,1043,3234.0,0.014698383062415192
15897,1043,28643.0,0.014698383062415192
15904,1043,59462.0,0.014698383062415192
15905,1043,63666.0,0.014698383062415192
15909,1043,68670.0,0.014698383062415192
15912,1043,77869.0,0.014698383062415192
15915,1043,92402.0,0.014698383062415192
15918,1043,99955.0,0.014698383062415192
