srch_id,site_id,visitor_location_country_id,prop_country_id,prop_id,prop_starrating,prop_review_score,prop_brand_bool,prop_location_score1,prop_location_score2,position,promotion_flag,srch_destination_id,srch_length_of_stay,srch_booking_window,srch_adults_count,srch_children_count,srch_room_count,srch_saturday_night_bool,srch_query_affinity_score,orig_destination_distance,random_bool,click_bool,booking_bool,date_time_split,srch_month,srch_year,booking_month,vis_star,vis_usd,prop_hist_price,cat_price_usd,gross_price_difference,all_comp_rates,count_comp_rates,count_comp_inv,comps_perc_diff
4,5,219,219,83045,3,3.5,0,3.0,0.3,2,0,12588,2,7,1,0,1,1,0,3,1,0,0,2012-12-31 08:59:22,12,2012,2,0,0,5,4,0,2.0,0.0,0.0,0
4,5,219,219,83430,4,4.5,0,3.0,0.0,27,0,12588,2,7,1,0,1,1,0,3,1,0,0,2012-12-31 08:59:22,12,2012,2,0,0,5,5,0,2.0,0.0,0.0,0
4,5,219,219,83806,4,4.0,1,3.0,0.3,6,0,12588,2,7,1,0,1,1,0,3,1,0,0,2012-12-31 08:59:22,12,2012,2,0,0,5,5,0,2.0,0.0,0.0,0
4,5,219,219,85567,2,4.0,1,1.0,0.0,7,0,12588,2,7,1,0,1,1,0,3,1,0,0,2012-12-31 08:59:22,12,2012,2,0,0,3,3,0,2.0,0.0,0.0,0
4,5,219,219,85742,3,4.0,0,1.0,0.1,30,1,12588,2,7,1,0,1,1,0,3,1,0,0,2012-12-31 08:59:22,12,2012,2,0,0,4,4,0,2.0,0.0,0.0,0
4,5,219,219,89119,4,4.5,1,3.0,0.3,14,1,12588,2,7,1,0,1,1,0,3,1,0,0,2012-12-31 08:59:22,12,2012,2,0,0,5,5,0,2.0,0.0,0.0,0
4,5,219,219,97099,4,4.0,1,3.0,0.4,13,0,12588,2,7,1,0,1,1,0,3,1,0,0,2012-12-31 08:59:22,12,2012,2,0,0,5,5,0,2.0,0.0,0.0,0
4,5,219,219,109185,4,4.5,1,3.0,0.3,20,1,12588,2,7,1,0,1,1,0,3,1,0,0,2012-12-31 08:59:22,12,2012,2,0,0,5,5,0,2.0,0.0,0.0,0
4,5,219,219,110813,2,4.0,0,2.0,0.1,32,1,12588,2,7,1,0,1,1,0,3,1,0,0,2012-12-31 08:59:22,12,2012,2,0,0,3,3,0,2.0,0.0,0.0,0
4,5,219,219,116696,2,4.0,0,2.0,0.1,35,0,12588,2,7,1,0,1,1,0,3,1,0,0,2012-12-31 08:59:22,12,2012,2,0,0,3,3,0,0.0,0.0,0.0,0
4,5,219,219,125069,3,4.0,1,2.0,0.1,1,1,12588,2,7,1,0,1,1,0,3,1,0,0,2012-12-31 08:59:22,12,2012,2,0,0,4,3,0,2.0,0.0,0.0,0
4,5,219,219,127808,2,2.5,0,3.0,0.0,15,0,12588,2,7,1,0,1,1,0,3,1,0,0,2012-12-31 08:59:22,12,2012,2,0,0,4,1,0,2.0,0.0,0.0,0
4,5,219,219,129278,3,3.5,0,2.0,0.1,34,0,12588,2,7,1,0,1,1,0,3,1,0,0,2012-12-31 08:59:22,12,2012,2,0,0,2,3,0,2.0,0.0,0.0,0
4,5,219,219,134162,5,4.5,0,3.0,0.3,12,0,12588,2,7,1,0,1,1,0,3,1,0,0,2012-12-31 08:59:22,12,2012,2,0,0,5,5,0,2.0,0.0,0.0,0
4,5,219,219,137826,2,3.0,0,3.0,0.3,28,0,12588,2,7,1,0,1,1,0,3,1,0,0,2012-12-31 08:59:22,12,2012,2,0,0,4,4,0,2.0,0.0,0.0,0
4,5,219,219,139893,2,3.0,1,2.0,0.0,16,0,12588,2,7,1,0,1,1,0,3,1,1,0,2012-12-31 08:59:22,12,2012,2,0,0,4,3,0,2.0,0.0,0.0,0
6,14,100,100,10759,0,2.0,0,2.0,0.1,4,0,21106,1,1,2,0,1,0,0,4,0,0,0,2013-06-05 12:27:51,6,2013,6,0,0,0,1,0,2.0,0.0,0.0,0
6,14,100,100,22135,0,5.0,0,2.0,0.1,6,0,21106,1,1,2,0,1,0,0,4,0,0,0,2013-06-05 12:27:51,6,2013,6,0,0,0,2,0,2.0,0.0,0.0,0
6,14,100,100,52376,2,0.0,1,2.0,0.1,2,0,21106,1,1,2,0,1,0,0,4,0,0,0,2013-06-05 12:27:51,6,2013,6,0,0,0,1,0,2.0,0.0,0.0,0
6,14,100,100,104251,3,4.0,1,2.0,0.1,1,0,21106,1,1,2,0,1,0,0,4,0,1,1,2013-06-05 12:27:51,6,2013,6,0,0,0,3,2,2.0,0.0,0.0,0
6,14,100,100,118866,2,4.5,1,2.0,0.1,3,0,21106,1,1,2,0,1,0,0,4,0,0,0,2013-06-05 12:27:51,6,2013,6,0,0,0,4,0,2.0,0.0,0.0,0
8,5,219,219,10250,3,3.5,1,1.0,0.0,15,0,7082,1,0,1,0,1,0,0,1,0,0,0,2013-03-20 17:50:44,3,2013,3,0,0,1,1,0,0.0,0.0,0.0,0
8,5,219,219,13252,4,4.5,1,0.0,0.1,19,1,7082,1,0,1,0,1,0,0,1,0,0,0,2013-03-20 17:50:44,3,2013,3,0,0,4,3,0,0.0,2.0,0.0,4
8,5,219,219,22756,4,4.0,1,3.0,0.2,10,0,7082,1,0,1,0,1,0,0,1,0,0,0,2013-03-20 17:50:44,3,2013,3,0,0,3,5,0,-1.0,-2.0,0.0,1
8,5,219,219,27669,3,3.5,1,3.0,0.2,16,0,7082,1,0,1,0,1,0,0,1,0,1,1,2013-03-20 17:50:44,3,2013,3,0,0,1,1,1,0.0,0.0,1.0,0
8,5,219,219,30630,3,4.0,1,0.0,0.1,20,0,7082,1,0,1,0,1,0,0,1,0,0,0,2013-03-20 17:50:44,3,2013,3,0,0,2,2,0,-1.0,0.0,0.0,1
8,5,219,219,32491,3,4.5,1,2.0,0.1,6,0,7082,1,0,1,0,1,0,0,1,0,0,0,2013-03-20 17:50:44,3,2013,3,0,0,3,4,0,2.0,0.0,3.0,0
8,5,219,219,33805,3,3.5,1,3.0,0.1,13,1,7082,1,0,1,0,1,0,0,1,0,0,0,2013-03-20 17:50:44,3,2013,3,0,0,2,2,0,0.0,0.0,0.0,0
8,5,219,219,35397,3,4.5,1,1.0,0.1,12,1,7082,1,0,1,0,1,0,0,1,0,0,0,2013-03-20 17:50:44,3,2013,3,0,0,2,2,0,0.0,1.0,0.0,4
8,5,219,219,39137,2,3.5,1,2.0,0.1,14,0,7082,1,0,1,0,1,0,0,1,0,0,0,2013-03-20 17:50:44,3,2013,3,0,0,1,1,0,0.0,0.0,0.0,0
8,5,219,219,41497,3,4.5,1,2.0,0.0,1,0,7082,1,0,1,0,1,0,0,1,0,0,0,2013-03-20 17:50:44,3,2013,3,0,0,3,4,0,0.0,1.0,0.0,1
8,5,219,219,54403,2,3.5,1,0.0,0.1,22,0,7082,1,0,1,0,1,0,0,1,0,0,0,2013-03-20 17:50:44,3,2013,3,0,0,1,0,0,0.0,0.0,0.0,0
8,5,219,219,58176,0,0.0,0,2.0,0.1,25,0,7082,1,0,1,0,1,0,0,1,0,0,0,2013-03-20 17:50:44,3,2013,3,0,0,1,3,0,2.0,0.0,0.0,0
8,5,219,219,63511,3,4.5,1,1.0,0.1,21,0,7082,1,0,1,0,1,0,0,1,0,0,0,2013-03-20 17:50:44,3,2013,3,0,0,4,4,0,0.0,0.0,1.0,0
8,5,219,219,66444,4,4.5,1,1.0,0.1,18,0,7082,1,0,1,0,1,0,0,1,0,0,0,2013-03-20 17:50:44,3,2013,3,0,0,4,5,0,2.0,0.0,3.0,0
8,5,219,219,67150,4,4.5,1,3.0,0.2,4,0,7082,1,0,1,0,1,0,0,1,0,0,0,2013-03-20 17:50:44,3,2013,3,0,0,4,5,0,0.0,0.0,1.0,0
8,5,219,219,73738,3,4.5,1,1.0,0.1,3,0,7082,1,0,1,0,1,0,0,1,0,0,0,2013-03-20 17:50:44,3,2013,3,0,0,3,4,0,0.0,0.0,0.0,0
8,5,219,219,83293,3,4.5,1,3.0,0.1,2,0,7082,1,0,1,0,1,0,0,1,0,0,0,2013-03-20 17:50:44,3,2013,3,0,0,3,5,0,2.0,0.0,3.0,0
8,5,219,219,90151,5,4.5,0,3.0,0.2,7,0,7082,1,0,1,0,1,0,0,1,0,0,0,2013-03-20 17:50:44,3,2013,3,0,0,5,5,0,2.0,0.0,0.0,0
8,5,219,219,119302,3,3.5,1,2.0,0.1,24,0,7082,1,0,1,0,1,0,0,1,0,0,0,2013-03-20 17:50:44,3,2013,3,0,0,2,1,0,0.0,0.0,1.0,0
8,5,219,219,125655,3,4.0,1,3.0,0.2,9,0,7082,1,0,1,0,1,0,0,1,0,0,0,2013-03-20 17:50:44,3,2013,3,0,0,2,3,0,0.0,0.0,0.0,0
8,5,219,219,134607,3,4.5,1,2.0,0.0,8,0,7082,1,0,1,0,1,0,0,1,0,0,0,2013-03-20 17:50:44,3,2013,3,0,0,3,4,0,-1.0,-1.0,0.0,1
11,5,219,219,6492,2,4.0,1,2.0,0.1,36,0,12610,1,6,2,0,1,1,0,3,1,0,0,2013-02-25 08:39:33,2,2013,4,0,0,0,0,0,0.0,2.0,0.0,2
11,5,219,219,8946,3,4.5,1,2.0,0.1,19,0,12610,1,6,2,0,1,1,0,3,1,0,0,2013-02-25 08:39:33,2,2013,4,0,0,3,1,0,0.0,1.0,1.0,4
11,5,219,219,9952,2,3.0,1,2.0,0.1,14,0,12610,1,6,2,0,1,1,0,3,1,0,0,2013-02-25 08:39:33,2,2013,4,0,0,0,0,0,2.0,0.0,0.0,0
11,5,219,219,19470,2,3.5,1,1.0,0.1,9,0,12610,1,6,2,0,1,1,0,3,1,0,0,2013-02-25 08:39:33,2,2013,4,0,0,1,0,0,2.0,0.0,0.0,0
11,5,219,219,20499,2,3.5,1,2.0,0.1,31,0,12610,1,6,2,0,1,1,0,3,1,1,0,2013-02-25 08:39:33,2,2013,4,0,0,0,0,0,0.0,0.0,0.0,0
11,5,219,219,24526,3,4.0,1,1.0,0.1,2,0,12610,1,6,2,0,1,1,0,3,1,0,0,2013-02-25 08:39:33,2,2013,4,0,0,2,2,0,0.0,0.0,0.0,0
11,5,219,219,26421,3,5.0,1,2.0,0.1,25,0,12610,1,6,2,0,1,1,0,3,1,0,0,2013-02-25 08:39:33,2,2013,4,0,0,3,1,0,0.0,0.0,1.0,0
11,5,219,219,27675,3,4.5,1,1.0,0.2,7,0,12610,1,6,2,0,1,1,0,3,1,0,0,2013-02-25 08:39:33,2,2013,4,0,0,1,1,0,0.0,0.0,0.0,0
11,5,219,219,28364,3,4.5,1,2.0,0.2,3,0,12610,1,6,2,0,1,1,0,3,1,0,0,2013-02-25 08:39:33,2,2013,4,0,0,2,1,0,0.0,0.0,0.0,0
11,5,219,219,33980,3,5.0,1,1.0,0.1,13,0,12610,1,6,2,0,1,1,0,3,1,0,0,2013-02-25 08:39:33,2,2013,4,0,0,3,1,0,0.0,0.0,1.0,0
11,5,219,219,35021,3,4.0,1,2.0,0.1,26,0,12610,1,6,2,0,1,1,0,3,1,0,0,2013-02-25 08:39:33,2,2013,4,0,0,3,3,0,0.0,0.0,0.0,0
11,5,219,219,38443,3,4.0,1,2.0,0.1,18,0,12610,1,6,2,0,1,1,0,3,1,0,0,2013-02-25 08:39:33,2,2013,4,0,0,1,0,0,-1.0,-3.0,1.0,2
11,5,219,219,47116,3,4.5,1,2.0,0.1,22,0,12610,1,6,2,0,1,1,0,3,1,0,0,2013-02-25 08:39:33,2,2013,4,0,0,2,1,0,0.0,0.0,0.0,2
11,5,219,219,59898,3,0.0,1,2.0,0.1,32,0,12610,1,6,2,0,1,1,0,3,1,0,0,2013-02-25 08:39:33,2,2013,4,0,0,2,1,0,0.0,0.0,0.0,0
11,5,219,219,63095,2,3.5,1,2.0,0.1,33,0,12610,1,6,2,0,1,1,0,3,1,0,0,2013-02-25 08:39:33,2,2013,4,0,0,2,0,0,0.0,0.0,0.0,0
11,5,219,219,69993,2,2.5,1,2.0,0.1,27,0,12610,1,6,2,0,1,1,0,3,1,0,0,2013-02-25 08:39:33,2,2013,4,0,0,0,0,0,0.0,1.0,-4.0,3
11,5,219,219,73511,3,5.0,1,0.0,0.1,29,0,12610,1,6,2,0,1,1,0,3,1,0,0,2013-02-25 08:39:33,2,2013,4,0,0,2,0,0,0.0,0.0,1.0,0
11,5,219,219,74499,3,4.5,1,1.0,0.2,8,0,12610,1,6,2,0,1,1,0,3,1,0,0,2013-02-25 08:39:33,2,2013,4,0,0,1,0,0,1.0,3.0,0.0,4
11,5,219,219,75743,3,4.5,1,0.0,0.1,24,0,12610,1,6,2,0,1,1,0,3,1,0,0,2013-02-25 08:39:33,2,2013,4,0,0,2,1,0,2.0,0.0,0.0,0
11,5,219,219,78768,3,5.0,1,2.0,0.1,12,0,12610,1,6,2,0,1,1,0,3,1,0,0,2013-02-25 08:39:33,2,2013,4,0,0,2,1,0,-1.0,-3.0,0.0,2
11,5,219,219,80764,2,3.5,1,2.0,0.1,21,0,12610,1,6,2,0,1,1,0,3,1,0,0,2013-02-25 08:39:33,2,2013,4,0,0,0,0,0,-1.0,-1.0,1.0,2
11,5,219,219,83769,4,4.5,1,2.0,0.1,37,0,12610,1,6,2,0,1,1,0,3,1,0,0,2013-02-25 08:39:33,2,2013,4,0,0,4,2,0,-1.0,-1.0,1.0,1
11,5,219,219,85264,2,3.0,1,2.0,0.1,30,0,12610,1,6,2,0,1,1,0,3,1,0,0,2013-02-25 08:39:33,2,2013,4,0,0,1,0,0,0.0,0.0,0.0,0
11,5,219,219,86294,2,3.0,1,2.0,0.1,28,0,12610,1,6,2,0,1,1,0,3,1,0,0,2013-02-25 08:39:33,2,2013,4,0,0,0,0,0,0.0,0.0,0.0,0
11,5,219,219,93949,3,4.0,0,2.0,0.1,35,0,12610,1,6,2,0,1,1,0,3,1,0,0,2013-02-25 08:39:33,2,2013,4,0,0,1,0,0,-1.0,-1.0,0.0,1
11,5,219,219,95615,3,4.5,0,1.0,0.1,6,0,12610,1,6,2,0,1,1,0,3,1,0,0,2013-02-25 08:39:33,2,2013,4,0,0,1,1,0,0.0,0.0,0.0,0
11,5,219,219,100969,4,4.5,0,1.0,0.1,16,1,12610,1,6,2,0,1,1,0,3,1,0,0,2013-02-25 08:39:33,2,2013,4,0,0,3,1,0,0.0,2.0,0.0,4
11,5,219,219,102705,3,5.0,1,1.0,0.2,4,0,12610,1,6,2,0,1,1,0,3,1,0,0,2013-02-25 08:39:33,2,2013,4,0,0,2,1,0,0.0,1.0,1.0,2
11,5,219,219,114096,3,4.0,1,2.0,0.1,34,0,12610,1,6,2,0,1,1,0,3,1,0,0,2013-02-25 08:39:33,2,2013,4,0,0,3,0,0,0.0,1.0,0.0,4
11,5,219,219,122888,3,4.5,1,1.0,0.3,1,0,12610,1,6,2,0,1,1,0,3,1,0,0,2013-02-25 08:39:33,2,2013,4,0,0,2,0,0,0.0,0.0,1.0,0
11,5,219,219,124104,3,4.0,1,1.0,0.1,10,0,12610,1,6,2,0,1,1,0,3,1,0,0,2013-02-25 08:39:33,2,2013,4,0,0,1,1,0,2.0,0.0,0.0,0
11,5,219,219,134563,3,4.0,1,2.0,0.1,20,0,12610,1,6,2,0,1,1,0,3,1,0,0,2013-02-25 08:39:33,2,2013,4,0,0,2,0,0,0.0,0.0,0.0,0
11,5,219,219,136184,3,4.0,0,2.0,0.1,15,0,12610,1,6,2,0,1,1,0,3,1,0,0,2013-02-25 08:39:33,2,2013,4,0,0,1,1,0,0.0,0.0,0.0,0
12,5,219,158,7814,3,3.5,0,0.0,0.0,25,1,26648,2,3,3,0,1,1,0,6,1,0,0,2013-03-15 14:55:16,3,2013,4,0,0,1,0,0,0.0,0.0,0.0,0
12,5,219,158,10881,3,3.0,0,3.0,0.1,28,0,26648,2,3,3,0,1,1,0,6,1,0,0,2013-03-15 14:55:16,3,2013,4,0,0,1,0,0,1.0,1.0,0.0,3
12,5,219,158,12510,4,0.0,0,1.0,0.1,24,0,26648,2,3,3,0,1,1,0,6,1,0,0,2013-03-15 14:55:16,3,2013,4,0,0,1,0,0,2.0,0.0,0.0,0
12,5,219,158,17122,4,3.5,0,3.0,0.1,13,0,26648,2,3,3,0,1,1,0,6,1,0,0,2013-03-15 14:55:16,3,2013,4,0,0,0,0,0,2.0,0.0,0.0,0
12,5,219,158,18012,5,4.5,0,3.0,0.2,18,0,26648,2,3,3,0,1,1,0,6,1,0,0,2013-03-15 14:55:16,3,2013,4,0,0,5,4,0,0.0,0.0,0.0,0
12,5,219,158,29081,3,0.0,0,3.0,0.1,3,0,26648,2,3,3,0,1,1,0,6,1,0,0,2013-03-15 14:55:16,3,2013,4,0,0,1,0,0,2.0,0.0,0.0,0
12,5,219,158,43250,3,0.0,1,3.0,0.1,14,0,26648,2,3,3,0,1,1,0,6,1,0,0,2013-03-15 14:55:16,3,2013,4,0,0,1,0,0,1.0,1.0,0.0,4
12,5,219,158,45722,3,4.0,0,3.0,0.1,4,1,26648,2,3,3,0,1,1,0,6,1,0,0,2013-03-15 14:55:16,3,2013,4,0,0,1,0,0,1.0,1.0,0.0,4
12,5,219,158,47902,3,3.5,0,3.0,0.1,22,0,26648,2,3,3,0,1,1,0,6,1,0,0,2013-03-15 14:55:16,3,2013,4,0,0,1,0,0,2.0,0.0,1.0,0
12,5,219,158,55331,5,4.5,0,2.0,0.1,15,1,26648,2,3,3,0,1,1,0,6,1,0,0,2013-03-15 14:55:16,3,2013,4,0,0,5,3,0,0.0,0.0,0.0,0
12,5,219,158,59368,3,2.0,0,3.0,0.1,26,0,26648,2,3,3,0,1,1,0,6,1,0,0,2013-03-15 14:55:16,3,2013,4,0,0,1,0,0,1.0,1.0,0.0,1
12,5,219,158,73964,3,2.0,0,3.0,0.1,32,1,26648,2,3,3,0,1,1,0,6,1,0,0,2013-03-15 14:55:16,3,2013,4,0,0,1,0,0,2.0,0.0,1.0,0
12,5,219,158,82017,4,3.5,0,3.0,0.1,19,0,26648,2,3,3,0,1,1,0,6,1,0,0,2013-03-15 14:55:16,3,2013,4,0,0,0,1,0,2.0,0.0,0.0,0
12,5,219,158,83229,5,4.5,1,3.0,0.1,7,1,26648,2,3,3,0,1,1,0,6,1,0,0,2013-03-15 14:55:16,3,2013,4,0,0,0,3,0,2.0,0.0,0.0,0
12,5,219,158,84441,3,4.0,0,3.0,0.0,9,1,26648,2,3,3,0,1,1,0,6,1,0,0,2013-03-15 14:55:16,3,2013,4,0,0,0,0,0,2.0,0.0,0.0,0
